X,Y,Value
8,41,0.03188875556516772
12,155,0.024695064094330216
124,17,0.029809966999323013
14,169,0.0362138154043249
21,158,0.03233648013718595
200,153,0.027149883749117292
117,142,0.02947715799912497
18,61,0.02897445894620622
179,25,0.028854442250065213
152,52,0.02433076606084327
73,77,0.02407916890218473
148,88,0.029963851266902222
144,33,0.027509012439309224
39,193,0.030225894007004022
119,170,0.031781868106265716
60,156,0.029766754509373883
82,133,0.02558828668186302
68,24,0.036394067785534494
78,36,0.028186533852166826
48,124,0.01732424850199589
5,173,0.03665869041801936
171,105,0.02650767611974909
88,64,0.037412239637389814
78,95,0.0294468704337952
74,179,0.028700357662024032
36,56,0.029084718704396124
90,186,0.0348041013470709
91,33,0.033864133390448435
110,176,0.02848528627501593
83,179,0.03539411190412572
3,168,0.028037421338882273
134,48,0.024525203486071297
57,141,0.027758474289208874
56,134,0.039977218174413444
60,7,0.02385663555663457
142,122,0.02962489634256919
153,62,0.02451953291814034
47,80,0.031061044999972486
178,136,0.027425828108442497
6,173,0.0383634798047334
74,61,0.034356861545145445
5,56,0.037124127377279666
157,68,0.020346857857287813
57,119,0.031095191098922483
128,59,0.030779684050546558
113,140,0.029640565349758646
49,71,0.027054988937840328
166,187,0.02855481534092872
177,64,0.028883689274366974
99,134,0.03249399154931062
174,177,0.0248025638074242
161,184,0.02425340445565759
16,11,0.03901851710347135
37,12,0.028805770019818207
200,167,0.0282941838604344
2,125,0.022950424196013744
30,191,0.03240874049589537
47,66,0.02620427381952398
150,195,0.023063646905494357
55,80,0.025861476408251354
81,166,0.02305800955983066
25,110,0.02786577387499293
169,185,0.038488038295686956
182,174,0.03558322944569745
99,175,0.03798886769976642
162,7,0.03714891471930769
56,28,0.0336936317874256
123,83,0.022017048759134256
139,17,0.03174980320806818
190,159,0.029753887816430694
44,62,0.020085299239222837
83,68,0.03329835032234163
186,16,0.039713809494471834
136,66,0.028981603101650558
54,64,0.021945646496680522
168,170,0.012442637662443471
106,39,0.036851398215586896
64,55,0.029303119315351893
190,106,0.033082616464902834
4,191,0.031640084430072275
186,108,0.031167985471418615
50,173,0.02276700227114566
53,79,0.02716745824211973
174,12,0.025315227992445746
56,9,0.028859415978837885
100,151,0.02416958105841269
62,25,0.04047601352100813
176,70,0.03593496326511148
84,142,0.034983444641145146
79,34,0.03403869502252483
18,56,0.02003873752702829
79,69,0.04284483311732504
89,186,0.027227887012755227
54,186,0.028046198983763444
177,41,0.026814736554959605
169,185,0.018972346584189895
154,160,0.020981266393427005
136,22,0.03845906798154852
191,146,0.021776353839206355
139,114,0.026280591172130493
73,98,0.035286089106778724
78,73,0.02603124220339227
178,16,0.031044111289422038
6,141,0.024238123304195586
118,112,0.018727696256704847
105,100,0.027092848419823404
113,93,0.022938971564383136
25,39,0.030863794172007273
104,157,0.03226753317212929
153,53,0.030343982463016173
130,84,0.025508072334087133
150,44,0.027025182202856275
197,22,0.03960115542885742
18,134,0.019915631935277588
54,20,0.02781342178171682
187,128,0.028815890402558365
137,129,0.02586456496808884
147,74,0.039796640813668197
168,139,0.03535832152748206
101,13,0.021806203357536434
138,68,0.026464568704080933
79,101,0.0334353918559064
90,178,0.030470259272635886
62,170,0.04447495785984482
121,27,0.024350261401223657
87,98,0.03750777921718123
62,185,0.0364093539287056
107,191,0.026110727217805205
195,7,0.025235895258974832
15,2,0.03927139672701608
150,46,0.026881504849906097
99,80,0.030311667310718656
170,24,0.03112066768977869
114,106,0.02972422366065017
22,180,0.03425941200395749
51,62,0.0273895391749553
67,134,0.019953252207853135
36,39,0.03328663473604816
152,120,0.021160303973243637
141,61,0.0282472464385072
147,22,0.02796548968079421
141,149,0.03342567801726927
177,106,0.02245836662657644
133,120,0.02895976175767638
34,77,0.027486084226748538
75,15,0.025507354298087176
41,34,0.0273108741093364
2,108,0.025715777928429023
110,61,0.03215202559808902
100,161,0.022087026352273838
168,137,0.02466783912231126
15,10,0.027018827221248622
176,11,0.03085170664770887
78,46,0.030785729162694845
128,56,0.01826814837872057
5,75,0.02745909587020131
63,27,0.04251939471540991
55,65,0.033044422956071136
68,37,0.035088316772418034
93,105,0.024798031811786806
180,83,0.03536819115569087
197,149,0.031241028674563093
43,120,0.024540718070842626
126,93,0.028715401228331137
12,60,0.027871165107223338
138,78,0.027197904989883566
48,61,0.02972157600872778
32,106,0.034858549557582344
130,7,0.034176003439877624
119,98,0.032403321934299165
133,131,0.019936723966099086
126,190,0.02887450179073177
88,73,0.02987528768130939
125,182,0.030908889462697216
73,47,0.024948542985974147
83,175,0.023789069069582686
23,124,0.02285195515741381
60,85,0.035042078968153645
114,178,0.0358998679504254
184,168,0.03983924110863662
74,44,0.020979838049881943
81,29,0.020681548706966334
127,31,0.033543810478867765
51,55,0.03390681994431259
149,169,0.04469666781721974
28,67,0.04101195058957641
21,107,0.03997047978076083
153,1,0.03229800598225696
126,92,0.026889452601755244
123,139,0.02412224377922859
86,164,0.02457762587004479
76,40,0.02530042845627279
5,84,0.028052217824094595
105,107,0.03820927538384233
198,90,0.023992958683576468
197,82,0.03645455800926033
113,174,0.0291484555262622
2,153,0.03105332838588868
53,91,0.02983617206666254
13,39,0.023944941769698816
186,106,0.034307341558358045
47,11,0.04213379910028647
4,167,0.020706195820911218
184,46,0.030506883469272786
50,142,0.03110810040101283
32,199,0.04098025042321698
124,188,0.034823226017844926
43,130,0.02406280647761229
34,75,0.025214988817075287
112,71,0.03875562102158558
5,95,0.033199255420609156
5,39,0.03974384183917132
21,20,0.024351787562286925
121,138,0.04209077469581385
27,89,0.03464558019724025
27,191,0.034583372772582936
165,110,0.030847901666825425
111,111,0.036391198072980135
127,129,0.03275943616845338
189,145,0.037741401281300824
121,165,0.02026161792860253
78,26,0.03451047520599342
38,9,0.03557487813903769
75,13,0.035814832302925044
75,126,0.035008377275156925
51,158,0.03505567285141341
178,191,0.02747376630713074
33,132,0.03516984381154857
113,194,0.024611743455380697
157,2,0.02376144875707523
163,106,0.03799957506940032
141,64,0.0199411400143215
51,195,0.023779019599423825
157,84,0.025253372698017813
97,100,0.02827055645237077
193,154,0.039081771027080034
197,131,0.022237379540953547
105,46,0.034487962820618306
7,31,0.02231419563759899
82,59,0.03598364673488953
84,85,0.0184823333605917
177,9,0.02766403459098163
21,55,0.031005182791897172
119,142,0.028821776872474333
142,52,0.04131246824467541
40,44,0.021758725827373218
18,25,0.02975514061911678
173,195,0.0331162111754286
197,95,0.031134854127747316
25,144,0.0319918146039976
145,27,0.036152788465345684
139,28,0.024452889194309702
148,9,0.04222795177697329
27,43,0.0359877967215546
70,35,0.02637798913415428
138,121,0.02788730325685162
19,178,0.03424910129847961
6,146,0.025401084001127432
35,115,0.03707537688410342
86,108,0.04263309642764388
112,43,0.028301877376952042
64,51,0.0440105232600824
151,142,0.02777603326681175
167,72,0.031028171942464284
128,158,0.030787268493280666
115,93,0.033050189577997643
13,145,0.028931348899767964
186,78,0.021738764448964346
7,13,0.029182172400623606
50,182,0.035164465110699775
29,12,0.023628130083427512
154,157,0.02972981771859689
66,41,0.030144889084131002
94,90,0.03356956643456801
184,33,0.02233373662791323
7,22,0.03368049264666968
18,71,0.02946553940850578
181,194,0.02784260079883427
161,11,0.03145735325738216
106,23,0.02821501265631189
180,1,0.036050044473318235
36,12,0.027245647276238173
163,27,0.03669436030622182
108,14,0.027912725780206187
123,32,0.02630797957348268
149,42,0.01576725806135211
58,197,0.03248694885235591
187,61,0.023867723760153087
95,67,0.03751922240747753
25,67,0.03229554143815995
98,48,0.028048952259615813
155,98,0.03086687658760377
20,170,0.03141121235079245
145,168,0.03829547322492695
71,167,0.03025888362638699
21,4,0.02247283070955598
187,134,0.02199722569036597
25,151,0.021201203130142822
130,152,0.01979552574901451
7,128,0.03109326670193941
50,183,0.025794601463378013
77,79,0.024869948386809684
180,33,0.03049531472882023
132,128,0.022846922009999958
121,30,0.029252764088596155
39,89,0.02969977173487617
107,4,0.030785017372884384
158,19,0.02991777443621764
97,129,0.02092006052637154
188,13,0.03488647080258628
37,126,0.032357474900790134
81,46,0.03154301352775956
160,62,0.03247429988471201
34,156,0.02984053655892221
103,125,0.03327478173895215
141,188,0.02466556759154776
40,59,0.03722012800929165
27,196,0.02471215547980957
46,81,0.03153950900137129
156,147,0.0195154410949593
192,106,0.03330288729401357
120,188,0.029924080241960978
175,69,0.022875186030879305
32,129,0.03171542852364787
170,84,0.029471355201910358
161,50,0.04085014834856515
74,12,0.024041013781203026
194,163,0.031139700353183298
55,89,0.036108376976513284
45,150,0.027932567799741202
98,44,0.031270965220759624
27,84,0.023814863283989546
155,155,0.03309487319167751
185,68,0.027867683614363977
32,72,0.02681202438144864
76,173,0.03433937494724572
115,88,0.023462314728454066
30,199,0.03582870857712511
4,38,0.03538204919490161
12,144,0.025705651317417734
69,34,0.029642057482860952
141,73,0.022383320524616657
177,126,0.02377702278568158
79,47,0.036059220585213325
42,3,0.04159989551053825
15,22,0.035210749783701194
178,124,0.02778182701503323
18,40,0.020564706051517403
30,189,0.033239689384393506
118,82,0.03448265897611506
56,22,0.032554292243214406
122,141,0.033718459271898815
21,167,0.03589521179759862
188,7,0.031171241360024124
76,53,0.024535777515875844
125,156,0.02552611398946449
192,89,0.04257055797710115
37,12,0.04380957910842486
107,59,0.017852794396846866
13,67,0.03624562599504372
168,13,0.03278267387048525
94,67,0.03718791764104408
130,21,0.03684061188311088
31,176,0.024893953143724244
102,192,0.03324744606313114
18,51,0.024256402587758488
170,130,0.027073419164009814
126,49,0.022184707956334343
49,121,0.03283443792782962
19,106,0.03287415935596344
102,133,0.037596706411506156
73,149,0.010371527399001268
137,27,0.033072151491836836
157,53,0.029976282524934197
74,176,0.03369090025155468
46,200,0.03680493304896975
1,179,0.018883199753923295
9,64,0.03736070247086639
87,129,0.0338704408825576
10,67,0.021463594091482893
194,20,0.028078498748731355
50,74,0.03503859089142152
62,108,0.031975075818750316
89,186,0.03316069497920069
13,144,0.018985540409195138
118,53,0.03183231755991613
154,5,0.03405433502384844
171,119,0.03095549610030084
163,85,0.04295067267154081
54,21,0.0349002269666195
12,102,0.04268023159593713
114,137,0.03332419712536871
190,49,0.028315788581533493
190,177,0.022848031634385133
10,75,0.024475327495021123
160,192,0.03179670045494857
117,147,0.03957316275959273
32,46,0.021379430387559694
116,189,0.024375972458431008
84,40,0.038284539686086694
158,180,0.03296265589154849
78,82,0.02423796122677298
133,161,0.03609310627328218
131,110,0.023174863773807612
64,45,0.026497188462714677
69,134,0.03122805909060583
26,154,0.03878757984463007
121,93,0.03441283694633583
187,196,0.03250933082726744
108,160,0.03184249799467584
186,82,0.02953264899463044
108,27,0.025436942839964546
130,146,0.02704954635381814
66,170,0.022851417171923405
99,106,0.041933173376765706
142,184,0.025142372167733053
34,2,0.0205876814982987
121,139,0.036511686354062586
102,26,0.02767281909069274
111,65,0.016854315922460394
14,199,0.030138194152322408
170,60,0.02396449226716629
162,122,0.02617445249073309
33,63,0.03474345691917315
55,110,0.023451718690799414
154,32,0.03289251028173872
41,53,0.044948522250393134
7,71,0.027867180469567928
80,144,0.015851339730392787
159,187,0.030265809439199157
4,35,0.028905613019385438
34,34,0.030866633453535124
57,119,0.026002936909099328
62,128,0.039122735519137135
18,102,0.023705643626358616
74,173,0.023156102379376747
54,55,0.03683563310947451
125,57,0.029846029677119273
118,12,0.0341530649591945
119,61,0.02990342483103638
13,173,0.030332275107424617
53,159,0.043579007146760246
128,9,0.014948077580498233
59,50,0.03590114241499485
35,34,0.02474409963326954
109,85,0.035144028679725145
49,200,0.024168496048270417
70,171,0.02839435432276398
157,88,0.030359922722888115
37,77,0.037430146019966096
144,26,0.02313527344954164
194,110,0.011880741938764497
145,1,0.028612998432879816
101,199,0.0457138476988516
62,119,0.027054201754361996
135,11,0.033620730079842356
58,155,0.02764593649321958
169,192,0.03633450203209146
19,37,0.027165464722284167
115,39,0.022257456734584517
199,2,0.026606386171477772
106,155,0.020946482831886357
118,135,0.03297805581088906
136,135,0.022541038520343448
36,75,0.027944073120890305
22,122,0.03102237884152411
20,161,0.018839927772112235
168,119,0.03863860775043554
10,82,0.03317262517615445
63,111,0.034485791153713356
151,105,0.018464964863173578
24,41,0.03425284644176117
137,112,0.03268766810847043
189,99,0.03331794954572674
108,128,0.04064664252565858
146,122,0.04020836114593697
114,93,0.03734095227922131
137,97,0.025347848206081165
63,135,0.02320236900031007
110,164,0.02677617215064692
77,187,0.02948805270152211
4,34,0.03402610188555576
64,27,0.021101910940790048
123,44,0.038137893041713514
61,34,0.032521620917921004
179,17,0.035934256863434245
191,145,0.033871277800570164
124,76,0.026927544951326488
79,48,0.0360476146073192
182,82,0.030452338683196935
83,72,0.03608804636729111
138,151,0.03650357797890307
123,38,0.02915634238632111
57,40,0.03030413098262814
149,116,0.03060968126574636
148,15,0.0303207428815474
149,150,0.03677813998527712
111,189,0.03396245766725024
3,159,0.03002590489912426
96,130,0.026718485819381833
126,177,0.025265660314717428
143,29,0.029744438983894266
66,35,0.03742369850387239
117,56,0.029960243844773044
22,31,0.030884158229761368
89,48,0.036892731549634225
175,142,0.020032786798932195
78,178,0.033794433409581194
95,148,0.03742204657754884
68,196,0.027938225349238906
154,137,0.021342486801765592
173,111,0.030898199340772422
199,60,0.0315939011540813
3,71,0.03399439927319597
63,105,0.03215659642066354
91,109,0.031681329445604485
40,93,0.03168225346212395
162,31,0.022701083879746866
85,167,0.010385182281605544
42,145,0.018098668343057456
38,115,0.032444366763501035
68,45,0.03352915530406992
149,14,0.020386292282625982
57,34,0.024495157301350625
147,164,0.02434569345804604
197,129,0.03232169900069243
141,64,0.024874271160540085
169,64,0.031589595280255324
181,61,0.021996987394334845
179,43,0.030892547049952798
24,185,0.027670999047292207
63,187,0.029379571853262485
135,39,0.0161359914071834
33,187,0.032259454190751165
116,82,0.032215770986945017
66,118,0.030700090465826578
58,109,0.022088576766103506
75,103,0.025501427474188286
129,41,0.018044480136353576
5,55,0.03500059638994977
24,146,0.023213501835912757
88,42,0.03712233588227789
170,169,0.02797185239589126
127,177,0.03198999687299025
109,75,0.02382320823650433
172,158,0.030213425276926845
86,30,0.02628897095885937
120,180,0.03547067621683858
115,187,0.033311313332511014
160,12,0.032775874200336494
69,84,0.029411274167725696
32,159,0.03269390145979749
47,171,0.03456185828622499
111,139,0.01708466820161135
17,2,0.025783566610600616
162,161,0.01988226836142873
113,72,0.03970982870524013
129,157,0.02539829666217642
50,13,0.03367382092661371
55,151,0.026853889846175892
191,166,0.032736235404163275
56,193,0.03216720458813867
20,4,0.021699112367485257
160,10,0.02030756076813103
19,168,0.03821002163979115
146,179,0.024598131305965606
129,36,0.03728828890358042
132,61,0.029667058509897874
12,154,0.04335487917918196
152,122,0.03395839789548644
18,40,0.03397808994897025
139,61,0.04374146587740631
43,7,0.02708135716124565
72,180,0.03128234371080644
5,158,0.035108262123510633
79,9,0.03752977982944516
93,22,0.030074485243002314
103,6,0.03157734026830351
73,101,0.029788893212066823
175,100,0.020579077769254894
68,44,0.020465724127162008
6,130,0.023045934160598955
143,137,0.02896296875766827
128,120,0.02481848793875091
181,40,0.025723352859114652
46,28,0.043927573069155186
153,128,0.0237795610100058
9,102,0.02484681512518265
23,24,0.03508243399406251
187,183,0.024017134054234633
9,161,0.029003853596312176
35,9,0.018555850512705724
156,167,0.025916589652860637
52,99,0.03443056354598157
91,114,0.03451816434160738
126,60,0.022061707762828765
93,179,0.03733652574823015
167,125,0.022244094919138646
178,159,0.039970493685953006
194,72,0.022611391679613242
192,109,0.0422558049506661
34,52,0.023408105408166856
14,150,0.03485581221813253
128,179,0.0207002297052066
35,78,0.03292462993333109
39,62,0.028081280160964693
48,91,0.03610685697507762
7,56,0.029259237663964807
103,18,0.02953716313744315
80,59,0.023669022425862014
109,145,0.03488456979392696
58,2,0.03625127712371823
17,113,0.024847593379243138
98,192,0.030043169315351288
142,194,0.030544714522657324
106,145,0.024913642369471436
126,140,0.03856317208541482
136,83,0.03823853124945699
150,55,0.041567351826575595
200,185,0.03696506961200754
1,50,0.03654327133573798
45,101,0.028778074477621426
42,195,0.02504682192857306
154,56,0.029178964332711638
50,26,0.026319686608270807
181,136,0.027121658410618112
102,28,0.030302063032602734
112,181,0.026065089153055394
44,22,0.023420258028115776
152,104,0.026435476637405936
52,124,0.03929985955120441
85,85,0.0289573528445037
40,74,0.03048664958478419
41,61,0.0200985182037539
155,95,0.03414993567031097
122,78,0.03024383249070305
109,190,0.02238730027889428
104,11,0.03206599721852731
132,73,0.020661236265914477
178,66,0.03556181258305732
22,126,0.030590336783928987
166,126,0.029849734697667395
8,24,0.024433128861520565
151,82,0.03567260600644497
174,185,0.024927203126153052
59,188,0.026690598923777852
116,53,0.0324468994357714
32,64,0.02838869688385357
142,92,0.04528658890426071
60,135,0.033833315644164405
83,197,0.04413298774454524
15,98,0.032304557774310495
138,171,0.031135397700112387
84,102,0.03291239739540813
154,121,0.02620459512483707
131,6,0.02684440166026543
25,164,0.027620371848830285
90,93,0.030019555771699742
52,83,0.036493763734005355
151,113,0.03924131165507645
74,123,0.0171804239502406
50,193,0.020542357072827977
98,174,0.026581429522807072
5,118,0.03259222887268248
165,47,0.031839825177593456
8,13,0.03511548402807711
198,105,0.032140147891169334
14,65,0.03190839959688965
40,13,0.036018289865385446
119,68,0.04037549412618857
148,39,0.024882900934754593
147,44,0.03598293774290334
111,163,0.03437824069479141
119,45,0.016773336905745163
16,83,0.0279779300022759
90,77,0.029250765160528644
66,97,0.03484287227707914
89,107,0.02955081198566643
130,59,0.029912971987769967
191,139,0.020511122021286445
200,65,0.03116080399337624
160,185,0.029611005287619542
155,149,0.026740428366758315
71,72,0.02614212335308138
94,128,0.03343514769482005
69,41,0.027671279274498292
109,45,0.029274327891569807
35,45,0.03005501186567903
129,172,0.030055728343640713
94,200,0.028201587603994403
38,136,0.038505629455524985
195,153,0.030892295441511824
146,7,0.02818882836995897
134,153,0.03148669818155829
196,90,0.029429624231034946
135,115,0.03156629541005201
165,31,0.025492312158303422
167,182,0.0356442079473474
169,74,0.03432186603643937
79,13,0.03539752558286266
105,161,0.033637763348527625
13,178,0.02758391042880919
125,6,0.029831631391282573
98,21,0.02090797819561072
103,63,0.022155506683535595
90,165,0.025389115581302857
6,84,0.03235322232945589
148,107,0.023839365270253546
25,7,0.026258115194934838
183,16,0.03218143554232521
80,130,0.03148200038820747
186,191,0.03810064621003645
117,149,0.027814435546481518
38,134,0.032093519470829016
197,94,0.02073543055193352
164,71,0.0271636851125153
8,182,0.03717960182154392
47,159,0.017043852088639663
63,27,0.034095865024536307
20,59,0.032281823186207065
57,152,0.022776991995201053
182,143,0.041203867759102224
122,106,0.03316591258078437
24,12,0.02674143615172723
104,22,0.02921396912471443
140,147,0.027319278152933526
58,7,0.03273352359154563
114,136,0.03597869099564352
173,19,0.021490105077017745
92,199,0.02447968204149405
123,132,0.029163061152540613
101,22,0.028975674072244335
108,23,0.03328170536935541
62,61,0.02940965434363237
106,71,0.029201021977749205
78,52,0.024578432629082544
106,48,0.027774657399534677
9,78,0.027925246078387006
177,54,0.028887773556532936
60,200,0.03081825892158942
194,29,0.026137176512881583
85,177,0.028267141648294417
47,61,0.03593103561700979
143,62,0.030849997095192178
189,15,0.023830438222848357
101,147,0.020596775949498332
87,28,0.034557069293613504
113,10,0.0311202181025004
167,10,0.019006638300502535
101,40,0.031528434283730415
122,18,0.026053907521755574
101,120,0.040377053463471604
115,128,0.02934497559101809
57,104,0.04357745028638484
62,93,0.028022864090571163
139,19,0.03009221564480344
150,72,0.033043135118924434
26,48,0.02602671292642483
121,115,0.029254008769710602
193,46,0.036539842838045934
133,75,0.025447131680294464
144,152,0.03386165721097336
118,9,0.02131468260571795
43,85,0.03585095520669362
117,95,0.021293424392000847
70,44,0.03786398576976356
133,36,0.03213365809860803
73,25,0.04114225931388635
184,136,0.030160088989646006
7,190,0.03504393059993856
69,52,0.03514428615874383
161,149,0.033708822746932154
9,35,0.029668715311039175
12,102,0.0383358108708932
18,18,0.02597151466563129
184,148,0.01999721211419244
112,95,0.034534556062419834
165,80,0.022215630946241696
168,118,0.03282199317608057
198,52,0.029211912251794297
60,135,0.027784643003009413
195,31,0.026975581621526405
73,188,0.03505688000521722
190,39,0.016195193406996006
121,60,0.02526651691887267
36,160,0.03111368490313196
39,76,0.029017446697381717
170,140,0.03194998120444173
179,68,0.025033248452355838
106,188,0.025378113789040646
181,1,0.02762494648145348
64,30,0.03779278669098139
170,156,0.021912970918829478
106,137,0.01848117535177031
106,68,0.03360132446712078
50,137,0.031809808672917765
98,85,0.03350406509787144
98,44,0.03035037103299094
185,6,0.039084786429546464
9,156,0.03582981280753711
115,7,0.033718565797960766
11,5,0.0362189320899968
8,27,0.023085513979706755
166,182,0.03746034842283823
195,193,0.03911704812885441
59,71,0.025202640462861345
69,20,0.034552321012824266
189,185,0.034489005896894236
3,165,0.03810247156926238
93,176,0.03663553258834066
76,193,0.029679075149325614
48,36,0.03786979139148948
65,149,0.02107844595114404
112,53,0.035317320000623126
141,144,0.021377976927228398
169,9,0.027946789247258238
63,63,0.031078035431380747
169,3,0.03129385807582306
75,100,0.019438487971226118
170,62,0.02137208349745947
8,128,0.028693585882776294
187,71,0.02850310537050836
176,140,0.029233965261594243
187,70,0.03454228626203167
132,163,0.02596186051440979
67,194,0.04355874115024297
84,104,0.02536143594989006
127,135,0.03173334797607146
158,53,0.031353577429505355
142,92,0.023930688144464654
84,29,0.03188648753391198
142,115,0.029481506316438616
186,120,0.027663228421954962
90,164,0.03237834513295774
76,132,0.03965499638438657
52,117,0.026466630994992704
155,119,0.01574716643745317
66,42,0.017409885653659987
190,7,0.03699700383735189
35,173,0.027521463613140017
145,173,0.034535765787176084
41,34,0.02474599550890739
143,96,0.035315141122017835
50,179,0.02945896220792063
122,39,0.02891011362216281
118,94,0.03638469735311961
144,29,0.03375547477806973
107,197,0.03577368332858376
173,49,0.028861630054710683
24,91,0.03463583726073175
167,48,0.030374049242877604
43,166,0.024440284162453862
117,18,0.02510133190013148
167,91,0.037961340846317554
5,134,0.03752584267979164
50,28,0.03086586044779463
115,86,0.027338087942510185
195,4,0.02442062115745081
